Property Name,Rent,Management Fee,Deposit,Key Money,Floor Plan,Area Size,Direction,Building Age,Address,Station Info,Agency Name,Agency Phone,Property URL
パークルール神田司町ロンド,15万円,管理費 15000円,敷15万円,礼-,1LDK,25.76m2,西,,,"
東京メトロ丸ノ内線/淡路町駅 歩3分
ＪＲ山手線/神田駅 歩6分
都営新宿線/小川町駅 歩3分
",,グランデ日本橋店 (株)グランデ,https://suumo.jp/chintai/bc_100399959933/
パークルール神田司町ロンド,15万円,管理費 15000円,敷15万円,礼-,1LDK,25.76m2,西,,,"
東京メトロ丸ノ内線/淡路町駅 歩3分
ＪＲ山手線/神田駅 歩6分
都営新宿線/小川町駅 歩3分
",,グランデ上野店 (株)グランデ,https://suumo.jp/chintai/bc_100399958593/
パークアクシス神田レジデンス 404号室,20.7万円,管理費 12000円,敷20.7万円,礼-,1LDK,33.34m2,東,,,"
東京メトロ丸ノ内線/淡路町駅 歩4分
ＪＲ山手線/神田駅 歩8分
ＪＲ京浜東北線/神田駅 歩8分
",,いい部屋ネット大東建託リーシング(株)北千住駅前店,https://suumo.jp/chintai/bc_100400224870/
パークアクシス小伝馬町,16.9万円,管理費 13000円,敷16.9万円,礼16.9万円,1LDK,34.54m2,東,,,"
東京メトロ日比谷線/小伝馬町駅 歩3分
ＪＲ総武線快速/馬喰町駅 歩5分
都営新宿線/馬喰横山駅 歩5分
",,(株)不二興産東京営業所,https://suumo.jp/chintai/bc_100399921702/
パークアクシス小伝馬町,16.9万円,管理費 13000円,敷16.9万円,礼16.9万円,1LDK,34.54m2,東,,,"
東京メトロ日比谷線/小伝馬町駅 歩3分
ＪＲ総武線快速/馬喰町駅 歩5分
都営新宿線/岩本町駅 歩8分
",,いい部屋ネット大東建託リーシング(株)北千住駅前店,https://suumo.jp/chintai/bc_100400224883/
パークルール神田司町ロンド,15.2万円,管理費 15000円,敷15.2万円,礼-,1LDK,25.76m2,西,,,"
東京メトロ丸ノ内線/淡路町駅 歩3分
ＪＲ山手線/神田駅 歩6分
都営新宿線/小川町駅 歩3分
",,グランデ池袋店 (株)グランデ,https://suumo.jp/chintai/bc_100399958676/
パークルール神田司町ロンド,15.2万円,管理費 15000円,敷15.2万円,礼-,1LDK,25.76m2,西,,,"
東京メトロ丸ノ内線/淡路町駅 歩3分
ＪＲ山手線/神田駅 歩6分
都営新宿線/小川町駅 歩3分
",,グランデ上野店 (株)グランデ,https://suumo.jp/chintai/bc_100399958594/
パークルール神田司町ロンド,15.2万円,管理費 15000円,敷15.2万円,礼-,1LDK,25.76m2,西,,,"
東京メトロ丸ノ内線/淡路町駅 歩3分
ＪＲ山手線/神田駅 歩6分
都営新宿線/小川町駅 歩3分
",,グランデ日本橋店 (株)グランデ,https://suumo.jp/chintai/bc_100399959934/
東京メトロ日比谷線 秋葉原駅 12階建 築3年,15.3万円,管理費 9000円,敷15.3万円,礼15.3万円,1LDK,35.44m2,-,,,"
東京メトロ日比谷線/秋葉原駅 歩5分
都営新宿線/岩本町駅 歩7分
ＪＲ総武線/浅草橋駅 歩5分
",,(株)アインスホーム神田東口支店,https://suumo.jp/chintai/bc_100400813148/
東京メトロ日比谷線 秋葉原駅 12階建 築3年,15.3万円,管理費 9000円,敷15.3万円,礼15.3万円,1LDK,35.44m2,-,,,"
東京メトロ日比谷線/秋葉原駅 歩5分
都営新宿線/岩本町駅 歩7分
ＪＲ総武線/浅草橋駅 歩5分
",,(株)アインスホーム神田駅前店,https://suumo.jp/chintai/bc_100400806562/
東京メトロ日比谷線 秋葉原駅 12階建 築3年,15.3万円,管理費 9000円,敷15.3万円,礼15.3万円,1LDK,35.44m2,北,,,"
東京メトロ日比谷線/秋葉原駅 歩5分
ＪＲ総武線/浅草橋駅 歩6分
都営新宿線/岩本町駅 歩7分
",,(株)ルーム,https://suumo.jp/chintai/bc_100273396574/
パークアクシス神田レジデンス 504号室,21.3万円,管理費 12000円,敷21.3万円,礼-,1LDK,33.34m2,東,,,"
東京メトロ丸ノ内線/淡路町駅 歩4分
ＪＲ山手線/神田駅 歩8分
ＪＲ京浜東北線/神田駅 歩8分
",,いい部屋ネット大東建託リーシング(株)北千住駅前店,https://suumo.jp/chintai/bc_100400224860/
パークアクシス神田レジデンス 704号室,21.5万円,管理費 12000円,敷21.5万円,礼-,1LDK,33.34m2,東,,,"
東京メトロ丸ノ内線/淡路町駅 歩4分
ＪＲ山手線/神田駅 歩8分
ＪＲ京浜東北線/神田駅 歩8分
",,いい部屋ネット大東建託リーシング(株)北千住駅前店,https://suumo.jp/chintai/bc_100400224890/
パークアクシス秋葉原,18万円,管理費 10000円,敷18万円,礼18万円,1LDK,39.58m2,南,,,"
東京メトロ日比谷線/秋葉原駅 歩4分
ＪＲ山手線/秋葉原駅 歩5分
都営新宿線/岩本町駅 歩5分
",,いい部屋ネット大東建託リーシング(株)新宿店,https://suumo.jp/chintai/bc_100400481786/
パークアクシス秋葉原,18万円,管理費 10000円,敷18万円,礼18万円,1LDK,39.58m2,南,,,"
東京メトロ日比谷線/秋葉原駅 歩4分
ＪＲ山手線/秋葉原駅 歩5分
都営新宿線/岩本町駅 歩5分
",,いい部屋ネット大東建託リーシング(株)亀戸店,https://suumo.jp/chintai/bc_100400526266/
パークアクシス秋葉原,18万円,管理費 10000円,敷18万円,礼18万円,1LDK,39.58m2,南,,,"
東京メトロ日比谷線/秋葉原駅 歩4分
ＪＲ山手線/秋葉原駅 歩5分
都営新宿線/岩本町駅 歩5分
",,いい部屋ネット大東建託リーシング(株)池袋東口店,https://suumo.jp/chintai/bc_100400532331/
パークアクシス秋葉原,18万円,管理費 10000円,敷18万円,礼18万円,1LDK,38.58m2,南,,,"
ＪＲ山手線/秋葉原駅 歩4分
都営新宿線/岩本町駅 歩7分
ＪＲ総武線快速/馬喰町駅 歩11分
",,(株)ユウキ・ホーム麻布十番店,https://suumo.jp/chintai/bc_100400649305/
パークアクシス秋葉原,18万円,管理費 10000円,敷18万円,礼18万円,1LDK,38.58m2,南,,,"
ＪＲ山手線/秋葉原駅 歩4分
都営新宿線/岩本町駅 歩7分
ＪＲ総武線快速/馬喰町駅 歩11分
",,(株)ユウキ・ホーム麻布十番サテライト店,https://suumo.jp/chintai/bc_100400648903/
パークアクシス秋葉原,18万円,管理費 10000円,敷18万円,礼18万円,1LDK,38.58m2,南,,,"
ＪＲ山手線/秋葉原駅 歩4分
都営新宿線/岩本町駅 歩7分
ＪＲ総武線快速/馬喰町駅 歩11分
",,そらうみリアルエステート(株)本店,https://suumo.jp/chintai/bc_100400650201/
パークアクシス秋葉原,18万円,管理費 10000円,敷18万円,礼18万円,1LDK,38.58m2,南,,,"
ＪＲ山手線/秋葉原駅 歩4分
都営新宿線/岩本町駅 歩7分
ＪＲ総武線快速/馬喰町駅 歩11分
",,そらうみリアルエステート(株)賃貸事業本部,https://suumo.jp/chintai/bc_100400650505/
パークアクシス秋葉原,18万円,管理費 10000円,敷18万円,礼18万円,1LDK,38.58m2,南,,,"
ＪＲ山手線/秋葉原駅 歩4分
都営新宿線/岩本町駅 歩7分
ＪＲ総武線快速/馬喰町駅 歩11分
",,(株)ユウキ・ホーム麻布十番網代公園店,https://suumo.jp/chintai/bc_100400649430/
パークアクシス神田レジデンス 904号室,21.7万円,管理費 12000円,敷21.7万円,礼-,1LDK,33.34m2,東,,,"
東京メトロ丸ノ内線/淡路町駅 歩4分
ＪＲ山手線/神田駅 歩8分
ＪＲ京浜東北線/神田駅 歩8分
",,いい部屋ネット大東建託リーシング(株)北千住駅前店,https://suumo.jp/chintai/bc_100400224786/
ライオンズフォーシア神田須田町,20.7万円,管理費 18000円,敷20.7万円,礼-,1LDK,38.99m2,南,,,"
東京メトロ銀座線/神田駅 歩3分
ＪＲ山手線/秋葉原駅 歩5分
都営新宿線/岩本町駅 歩4分
",,(株)ビッグ秋葉原駅前店,https://suumo.jp/chintai/bc_100400774953/
都営三田線 神保町駅 12階建 築4年,22.5万円,管理費 -,敷22.5万円,礼45万円,1LDK,43.48m2,-,,,"
都営三田線/神保町駅 歩3分
ＪＲ中央線/御茶ノ水駅 歩9分
東京メトロ半蔵門線/大手町駅 歩10分
",,(株)アインスホーム神田東口支店,https://suumo.jp/chintai/bc_100400781492/
都営三田線 神保町駅 12階建 築4年,22.5万円,管理費 -,敷22.5万円,礼45万円,1LDK,43.48m2,-,,,"
都営三田線/神保町駅 歩3分
ＪＲ中央線/御茶ノ水駅 歩9分
東京メトロ半蔵門線/大手町駅 歩10分
",,(株)アインスホーム神田駅前店,https://suumo.jp/chintai/bc_100400759137/
パークアクシス神保町 201号室,23.7万円,管理費 12000円,敷23.7万円,礼23.7万円,1LDK,41.03m2,南西,,,"
東京メトロ半蔵門線/神保町駅 歩4分
ＪＲ中央線/水道橋駅 歩9分
ＪＲ総武線/御茶ノ水駅 歩10分
",,いい部屋ネット大東建託リーシング(株)北千住駅前店,https://suumo.jp/chintai/bc_100369580757/
パークアクシス神保町 501号室,24万円,管理費 12000円,敷24万円,礼24万円,1LDK,41.03m2,南西,,,"
東京メトロ半蔵門線/神保町駅 歩4分
ＪＲ中央線/水道橋駅 歩9分
ＪＲ総武線/御茶ノ水駅 歩10分
",,いい部屋ネット大東建託リーシング(株)北千住駅前店,https://suumo.jp/chintai/bc_100400224845/
TAZ　Building,21.1万円,管理費 15000円,敷21.1万円,礼21.1万円,1LDK,44.82m2,北,,,"
ＪＲ山手線/秋葉原駅 歩3分
都営新宿線/岩本町駅 歩5分
東京メトロ銀座線/末広町駅 歩12分
",,リブマックス高田馬場店(株)リブマックスリーシング,https://suumo.jp/chintai/bc_100400834876/
TAZ　Building,21.1万円,管理費 15000円,敷21.1万円,礼21.1万円,1LDK,44.82m2,北,,,"
ＪＲ山手線/秋葉原駅 歩3分
都営新宿線/岩本町駅 歩5分
東京メトロ銀座線/末広町駅 歩12分
",,リブマックス品川駅前店(株)リブマックスリーシング,https://suumo.jp/chintai/bc_100400753539/
TAZ　Building,21.2万円,管理費 15000円,敷21.2万円,礼21.2万円,1LDK,44.82m2,北,,,"
ＪＲ山手線/秋葉原駅 歩3分
都営新宿線/岩本町駅 歩5分
東京メトロ銀座線/末広町駅 歩12分
",,リブマックス品川駅前店(株)リブマックスリーシング,https://suumo.jp/chintai/bc_100400753587/
TAZ　Building,21.2万円,管理費 15000円,敷21.2万円,礼21.2万円,1LDK,44.82m2,北,,,"
ＪＲ山手線/秋葉原駅 歩3分
都営新宿線/岩本町駅 歩5分
東京メトロ銀座線/末広町駅 歩12分
",,リブマックス高田馬場店(株)リブマックスリーシング,https://suumo.jp/chintai/bc_100400835101/
TAZ　Building,21.4万円,管理費 15000円,敷21.4万円,礼21.4万円,1LDK,44.82m2,北,,,"
ＪＲ山手線/秋葉原駅 歩3分
都営新宿線/岩本町駅 歩5分
東京メトロ銀座線/末広町駅 歩12分
",,リブマックス品川駅前店(株)リブマックスリーシング,https://suumo.jp/chintai/bc_100400753903/
TAZ　Building,21.4万円,管理費 15000円,敷21.4万円,礼21.4万円,1LDK,44.82m2,北,,,"
ＪＲ山手線/秋葉原駅 歩3分
都営新宿線/岩本町駅 歩5分
東京メトロ銀座線/末広町駅 歩12分
",,リブマックス高田馬場店(株)リブマックスリーシング,https://suumo.jp/chintai/bc_100400834819/
ＪＲ総武線 浅草橋駅 11階建 築5年,17.9万円,管理費 15000円,敷8.95万円,礼17.9万円,1LDK,43.42m2,東,,,"
ＪＲ総武線/浅草橋駅 歩3分
ＪＲ山手線/秋葉原駅 歩8分
ＪＲ総武線快速/馬喰町駅 歩7分
",,御茶ノ水不動産スーペリアホーム スーペリアス(株),https://suumo.jp/chintai/bc_100398387193/
都営新宿線 市ケ谷駅 9階建 築10年,18.6万円,管理費 7000円,敷18.6万円,礼37.2万円,1LDK,37.21m2,西,,,"
都営新宿線/市ケ谷駅 歩2分
東京メトロ半蔵門線/半蔵門駅 歩12分
東京メトロ有楽町線/飯田橋駅 歩15分
",,(株)レオコーポレーション,https://suumo.jp/chintai/bc_100400801575/
都営新宿線 市ケ谷駅 地下1地上9階建 築10年,18.6万円,管理費 7000円,敷18.6万円,礼37.2万円,1LDK,37.21m2,北西,,,"
都営新宿線/市ケ谷駅 歩2分
東京メトロ半蔵門線/半蔵門駅 歩10分
東京メトロ有楽町線/麹町駅 歩12分
",,(株)クレディフォルム,https://suumo.jp/chintai/bc_100400818815/
